INSTNM,UGDS,REGION,LOCALE,CCSIZSET,ADM_RATE,TUITFTE
Multnomah University,403,8,11,8,0.5352,10171
Newschool of Architecture and Design,402,8,11,6,1.0,15557
Pennsylvania State University-Penn State Wilkes-Barre,401,2,41,6,0.8601,7950
Carrington College-Reno,401,8,12,1,0.9552,18671
Beacon College,400,5,22,8,0.5075,27234
Lincoln Christian University,398,3,32,7,0.6351,9222
Sierra Nevada College,397,8,32,7,0.6433,14280
York College,396,4,33,8,0.5033,8977
Cabarrus College of Health Sciences,396,5,13,6,0.4107,13059
Talmudical Seminary of Bobov,395,2,11,6,0.9545,10685
Prescott College,394,6,13,7,0.9516,15965
Landmark College,393,1,42,8,0.5722,43227
Marion Military Institute,392,5,43,1,0.5646,2016
Maine College of Art,391,1,13,8,0.6137,18081
Bard College at Simon's Rock,387,1,32,8,0.8078,26641
Ohio Valley University,386,5,13,8,0.3443,5753
Conservatory of Music of Puerto Rico,384,9,11,6,0.7778,4596
Autry Technology Center,380,6,33,-2,0.9273,1486
Carlos Albizu University-San Juan,380,9,11,9,0.6304,7104
St. Louis College of Pharmacy,379,4,11,11,0.7083,28820
DeVry University-Arizona,378,6,11,6,0.9643,24367
Bellin College,377,3,41,6,0.8814,17776
Moore College of Art and Design,372,2,11,8,0.5195,27793
Ancilla College,369,3,42,1,0.6921,11546
Warner Pacific University,363,8,11,8,0.9744,16183
Carrington College-Pleasant Hill,362,8,21,1,0.8125,14217
The King's University,362,6,21,6,0.2182,12767
Erie 1 BOCES,360,2,21,-2,0.1724,5830
Seminar L'moros Bais Yaakov,353,2,11,1,0.8309,5609
Carrington College-Albuquerque,351,6,11,1,0.9024,16649
New York School of Interior Design,349,2,11,6,0.2175,34402
Concorde Career College-Southaven,345,5,21,1,1.0,14618
Southern Vermont College,341,1,41,8,0.9132,12537
Franklin W Olin College of Engineering,340,1,21,8,0.1572,16145
The Baptist College of Florida,338,5,32,7,0.8485,9498
Carrington College-Spokane,337,8,13,1,0.8736,12251
The Restaurant School at Walnut Hill College,335,2,11,7,0.9256,28284
DeVry University-New Jersey,334,2,21,6,0.9565,35580
Reading Hospital School of Health Sciences,329,2,13,-2,0.2992,9915
Aultman College of Nursing and Health Sciences,329,3,13,6,0.7463,18259
Riverside College of Health Careers,328,5,12,1,0.2727,10609
International Business College-Indianapolis,327,3,11,1,0.772,14360
College of the Atlantic,327,1,33,7,0.6689,42085
Institute of American Indian and Alaska Native Culture and Arts Development,327,6,41,7,1.0,4389
Trinity Baptist College,322,5,11,7,0.6962,8167
Sumner College,321,8,21,1,1.0,12452
St. John's College,320,6,41,8,0.6704,12834
TDDS Technical Institute,318,3,41,-2,0.6279,7018
St. Joseph's College of Nursing,318,2,12,1,1.0,14469
Pennsylvania State University-Penn State Shenango,317,2,21,6,0.7455,9547
Bethany Global University,315,4,13,8,0.9167,4135
Sweet Briar College,313,5,22,8,0.7569,14328
University of South Carolina-Union,311,5,32,2,0.6587,1622
Standard Healthcare Services-College of Nursing,311,5,21,1,0.4255,14431
Chamberlain University-Nevada,310,8,11,6,0.5714,24824
Talmudical Seminary Oholei Torah,310,2,11,8,0.9429,9538
Nossi College of Art,303,5,11,6,0.4915,11308
Trine University-Regional/Non-Traditional Campuses,302,3,11,6,0.6667,7095
Chamberlain University-Michigan,299,3,13,6,0.5,25164
Jamestown Business College,298,2,32,6,0.9,13770
Bryn Athyn College of the New Church,294,2,21,8,0.888,13171
Whitworth University-Adult Degree Programs,294,8,21,6,1.0,16429
Luther Rice College & Seminary,293,5,21,6,0.5909,8872
Andrew College,292,5,32,8,0.4309,7318
Averett University-Non-Traditional Programs,292,5,32,6,0.3333,9651
Pacific College,291,8,12,6,0.6,12847
Randall University,290,6,21,7,0.505,10568
Alliant International University-San Diego,289,8,11,9,1.0,18708
John Paul the Great Catholic University,285,8,21,8,0.9045,13927
Orleans Technical College,284,2,11,1,0.4266,9705
Athena Career Academy,283,3,11,-2,0.3927,18348
Alaska Pacific University,283,8,11,7,0.8425,13127
New Hampshire Institute of Art,277,1,12,8,0.3628,15049
Midwest Institute,275,4,21,1,1.0,14369
Bel-Rea Institute of Animal Technology,275,7,11,1,0.2415,9187
Eastern Suffolk BOCES,272,2,21,-2,0.8258,6505
Sacred Heart Major Seminary,272,3,11,6,1.0,16813
St Luke's College,271,4,13,6,1.0,15191
Cottey College,271,4,33,8,0.3804,7203
San Francisco Art Institute,271,8,11,7,0.9487,28863
Bacone College,271,6,32,8,0.1524,8680
Holy Family College,270,3,32,8,0.5,14517
American Academy of Dramatic Arts-New York,270,2,11,1,0.8373,28347
Rabbinical Seminary of America,267,2,11,8,0.9873,3371
MDT College of Health Sciences,266,3,21,-2,0.5211,14080
University of Pittsburgh Medical Center-Shadyside School of Nursing,263,2,11,-2,0.4884,12576
American Academy of Dramatic Arts-Los Angeles,263,8,11,1,0.7892,26205
Faith Baptist Bible College and Theological Seminary,261,4,21,8,0.6229,7319
Calvary University,259,4,11,7,0.6707,8195
Judson College,259,5,43,7,0.48200000000000004,8288
Midwives College of Utah,257,7,12,6,0.7143,4802
New York Conservatory for Dramatic Arts,257,2,11,1,0.9479,21304
Maharishi University of Management,255,4,33,11,1.0,9413
Hiwassee College,253,5,41,7,0.6706,10039
Carrington College-San Leandro,251,8,13,1,0.9189,13051
Pennsylvania College of Art and Design,251,2,13,6,0.4352,22986
Pine Manor College,249,1,21,8,0.4105,16412
Ner Israel Rabbinical College,249,2,21,8,0.8409,8651
Pomeroy College of Nursing at Crouse Hospital,247,2,12,1,0.6591,11805
Elizabethtown College School of Continuing and Professional Studies,246,2,21,6,1.0,10524
Medical Prep Institute of Tampa Bay,245,5,-3,6,0.5028,20969
Central Coast College,245,8,12,1,0.9568,13066
Signature Healthcare Brockton Hospital School of Nursing,244,1,21,-2,0.4737,28407
Living Arts College,243,5,11,7,1.0,12135
Carrington College-Las Vegas,243,8,12,1,0.8958,12732
Yeshiva Toras Chaim,240,2,21,8,0.6237,14096
Platt College-Aurora,239,7,11,6,0.2222,12702
Penn Commercial Business/Technical School,237,2,21,1,0.8,9251
Eastern Virginia Career College,235,5,22,1,0.4,8398
Carrington College-Portland,234,8,11,-2,0.8361,12968
Emmaus Bible College,233,4,13,8,0.9492,8058
Gods Bible School and College,231,3,11,7,0.4915,5173
Cleveland Institute of Music,231,3,11,7,0.3671,27043
Laurel Business Institute,230,2,23,1,1.0,15931
Carrington College-Tucson,227,6,11,-2,0.8736,11178
Chamberlain University-California,226,8,13,-2,0.0,24096
Gnomon,226,8,11,-2,0.3684,22234
Dallas Nursing Institute,225,6,12,6,0.0452,14548
Manhattan Christian College,225,4,13,8,0.5812,11837
Rabbinical College of America,224,2,21,8,0.8732,7020
Midstate College,224,3,12,6,0.5,14358
University of Pittsburgh-Titusville,223,2,32,1,0.503,11101
San Francisco Conservatory of Music,221,8,11,8,0.4521,23328
Saint Anthony College of Nursing,221,3,12,6,0.0,23415
FIDM-Fashion Institute of Design & Merchandising-San Francisco,218,8,11,6,0.4615,29710
Pittsburgh Institute of Mortuary Science Inc,217,2,11,1,0.6273,9908
Modern Hairstyling Institute-Carolina,215,9,12,-2,1.0,4597
Barclay College,213,4,43,7,0.4578,17914
DLP Conemaugh Memorial Medical Center,212,2,13,-2,0.8571,8514
Dallas Christian College,212,6,21,7,0.287,14830
The Modern College of Design,210,3,21,1,0.9139,27948
Chamberlain University-Indiana,210,3,11,6,0.4286,24173
Modern Hairstyling Institute-Bayamon,209,9,21,-2,1.0,4758
Ecclesia College,208,5,41,8,0.6972,8860
Veeb Nassau County School of Practical Nursing,207,2,21,-2,0.6768,15858
Mesivta Torah Vodaath Rabbinical Seminary,206,2,11,8,0.625,5205
Appalachian Bible College,204,5,41,8,0.4524,4717
Trinity College of Florida,201,5,21,7,0.8312,12356
Pennsylvania Academy of the Fine Arts,199,2,11,7,0.9017,22298
Phillips School of Nursing at Mount Sinai Beth Israel,199,2,11,6,0.6667,15185
DeVry University-Pennsylvania,199,2,21,6,1.0,34109
Johnson University Florida,199,5,21,8,0.6541,13441
Saint Elizabeth College of Nursing,197,2,13,1,0.0,8595
Motoring Technical Training Institute,196,1,21,-2,0.9956,12470
Mid-Atlantic Christian University,196,5,32,8,0.4412,7669
Associated Beth Rivkah Schools,195,2,11,-2,0.9701,8930
Art Academy of Cincinnati,191,3,11,6,0.3274,21636
DeVry University-Virginia,188,5,12,6,0.8571,34653
International Business College-Fort Wayne,186,3,11,8,0.6627,11426
School of Automotive Machinists & Technology,182,6,11,1,0.9615,13620
Brown College of Court Reporting,181,5,11,1,1.0,11519
Goddard College,180,1,42,6,1.0,16352
Watkins College of Art Design & Film,180,5,11,8,0.7039,39941
Chamberlain University-North Carolina,179,5,11,-2,0.25,24560
Logan University,179,4,21,9,0.8837,20948
Criswell College,178,6,11,6,1.0,10412
Yeshivath Zichron Moshe,178,2,32,8,0.48,4837
Maine College of Health Professions,177,1,13,1,0.4783,11836
Vet Tech Institute of Houston,176,6,11,1,0.619,11964
Trinity Bible College and Graduate School,176,4,43,8,0.9231,10448
Casa Loma College-Van Nuys,175,8,11,1,0.9129999999999999,9351
Rabbinical Academy Mesivta Rabbi Chaim Berlin,174,2,11,8,1.0,2822
Southeast Missouri Hospital College of Nursing and Health Sciences,174,4,13,6,0.6207,18588
UPMC Mercy School of Nursing,173,2,11,-2,0.6818,12282
Joffrey Ballet School,173,2,11,-2,0.6767,9913
Providence Christian College,171,8,12,8,0.8792,20188
Casal Institute of Nevada,171,8,12,-2,1.0,10343
John A Gupton College,168,5,11,1,0.6977,8814
Laurel Technical Institute,168,2,21,1,0.9341,9775
Hussian College-Studio School Los Angeles,167,8,11,-2,0.856,22183
Visible Music College,165,5,11,8,1.0,15424
Wilkes-Barre Area Career and Technical Center Practical Nursing,165,2,21,-2,0.4025,5292
Citizens School of Nursing,165,2,21,-2,0.5,10390
Applied Technology Services,164,4,21,-2,0.2,5178
Charles R Drew University of Medicine and Science,163,8,21,6,0.3727,32640
Lutheran School of Nursing,161,4,11,-2,1.0,8971
Ottawa University-Online,160,4,32,6,0.9667,71589
Yeshivas Novominsk,159,2,11,8,0.9833,19993
DeVry University-Colorado,159,7,21,6,0.875,30299
Seminary Bnos Chaim,159,2,13,-2,0.8056,6031
Kuyper College,158,3,21,8,0.6807,14120
Rabbinical College of Long Island,156,2,21,8,0.9778,17041
Milwaukee Career College,156,3,21,1,0.8026,13847
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,155,8,11,8,0.7113,18557
Holy Name Medical Center-Sister Claire Tynan School of Nursing,151,2,21,-2,1.0,10261
Veritas Baptist College,151,3,41,6,0.9146,6125
Machzikei Hadath Rabbinical College,149,2,11,7,0.9,6609
Yeshiva Gedolah Keren Hatorah,147,2,13,-2,0.8846,6491
Academy of Interactive Entertainment,147,8,11,-2,0.8824,17801
The Chicago School of Professional Psychology at Los Angeles,147,8,11,6,0.3419,28643
Yeshiva Karlin Stolin,147,2,11,7,0.9574,8847
Jewish Theological Seminary of America,146,2,11,8,0.4676,7633
SABER College,145,5,11,1,0.7368,16374
College of St Joseph,143,1,32,8,0.4661,9712
Erie 2 Chautauqua Cattaraugus BOCES-Practical Nursing Program,141,2,41,-2,0.3735,4565
Marlboro College,140,1,42,8,0.5897,12912
Beth Medrash Meor Yitzchok,139,2,21,6,0.5417,3713
Davis College,139,2,22,7,0.4231,10387
Sh'or Yoshuv Rabbinical College,138,2,21,8,0.6667,6728
Hannah E Mullins School of Practical Nursing,136,3,31,-2,0.8,7516
Adult and Community Education-Hudson,136,3,11,-2,0.9375,1168
Colorado School of Trades,135,7,12,1,0.9688,12814
Southeastern Technical Institute,134,1,21,-2,0.37799999999999995,4686
Elaine Sterling Institute,134,5,12,-2,0.8909999999999999,10606
Mirrer Yeshiva Cent Institute,133,2,11,8,0.75,7155
Southside College of Health Sciences,131,5,21,1,0.0,10653
Mt Sierra College,130,8,21,6,0.8,14343
Samaritan Hospital School of Nursing,130,2,13,1,1.0,13711
Curtis Institute of Music,130,2,11,8,0.0455,3843
Finger Lakes Health College of Nursing & Health Sciences,130,2,32,1,1.0,8307
Nebraska Christian College of Hope International University,129,4,41,8,0.3354,7538
Dutchess BOCES-Practical Nursing Program,129,2,21,-2,0.662,4263
Compass College of Cinematic Arts,129,3,12,6,0.679,13752
Yeshiva Gedola Tiferes Yerachmiel,128,2,13,-2,0.3333,5512
Universidad Central Del Caribe,127,9,21,6,0.8889,25390
Pacific Rim Christian University,126,8,11,6,0.7,10287
Saint Elizabeth School of Nursing,126,3,13,-2,1.0,5588
Carlos Albizu University-Miami,126,5,21,6,0.5,14984
Louisiana Culinary Institute,125,5,21,1,0.5938,27862
Talmudical Yeshiva of Philadelphia,123,2,11,8,0.8444,13542
Henrico County-Saint Marys Hospital School of Practical Nursing,123,5,21,-2,0.8537,464
Western Pennsylvania Hospital School of Nursing,123,2,11,-2,1.0,9994
Bnos Zion Of Bobov Seminary,122,2,11,-2,0.8991,4204
Stevens-The Institute of Business & Arts,121,4,11,6,1.0,13008
Colorado Academy of Veterinary Technology,120,7,11,1,0.9167,9545
Bolivar Technical College,120,4,32,1,0.3333,12061
Grace College of Divinity,119,5,12,6,0.9231,5573
Mercy Hospital School of Practical Nursing-Plantation General Hospital,117,5,11,-2,0.6667,4142
Taylor Business Institute,115,3,11,1,0.8767,10880
Bidwell Training Center Inc,115,2,11,1,0.6923,0
Laurel Technical Institute,114,2,41,1,0.9625,9674
St. Peter's Hospital College of Nursing,114,2,13,1,1.0,13752
Paroba College of Cosmetology,111,8,12,-2,0.8714,14892
Chester County Intermediate Unit,111,2,21,-2,0.9706,4136
KD Conservatory College of Film and Dramatic Arts,111,6,11,1,0.6909,11166
Lytles Redwood Empire Beauty College Inc,110,8,21,-2,1.0,10363
Boise Bible College,110,7,21,8,0.9231,12293
Merkaz Bnos-Business School,110,2,11,-2,0.8621,6322
Delaware College of Art and Design,109,2,13,1,0.7606,16809
Rolla Technical Institute/Center,108,4,33,-2,0.7206,2592
Beis Medrash Heichal Dovid,108,2,11,8,0.7636,8772
Sterling College,107,1,43,8,0.9333,14370
The North Coast College,107,3,21,6,0.8235,19719
Bais Medrash Toras Chesed,106,2,13,8,0.5965,8571
Bet Medrash Gadol Ateret Torah,106,2,11,6,0.9091,5443
Elim Bible Institute and College,106,2,31,1,0.9672,6723
Southern Westchester BOCES-Practical Nursing Program,106,2,21,-2,0.3544,8519
Belanger School of Nursing,105,2,13,1,0.0,5460
Western Area Career & Technology Center,104,2,41,-2,0.88,1056
Webb Institute,104,2,21,8,0.3333,4
Oregon College of Art and Craft,103,8,21,6,0.9848,25289
Antioch College,102,3,31,8,0.8358,4462
Fosbre Academy of Hair Design,102,8,13,-2,0.9267,4332
St Margaret School of Nursing,102,2,21,-2,0.5556,12467
Yeshiva of the Telshe Alumni,101,2,11,8,0.7857,13804
Design Institute of San Diego,98,8,11,6,0.5882,22770
Monongalia County Technical Education Center,95,5,13,-2,0.7778,1819
Yeshiva Kollel Tifereth Elizer,94,2,11,7,0.5833,7865
Oak Hills Christian College,94,4,33,8,0.3671,11736
The Ailey School,93,2,11,-2,0.3777,42885
New Hope Christian College-Eugene,92,8,12,7,1.0,8688
Yeshiva Sholom Shachna,92,2,11,8,0.875,9340
DeVry University-Missouri,92,4,11,6,0.6667,33380
Florida International Training Institute,91,5,21,-2,0.7708,6438
Hillyard Technical Center,90,4,13,-2,0.7347,5594
Pontifical College Josephinum,90,3,11,8,0.8333,22384
Thomas More College of Liberal Arts,90,1,22,8,0.5045,10300
Yeshiva Derech Chaim,88,2,11,8,0.4861,4939
Hebrew Theological College,87,3,13,8,0.9286,13020
Grand River Technical School,87,4,33,-2,0.7206,4579
Blue Cliff Career College,87,5,12,-2,0.9,11853
Joe Kubert School of Cartoon and Graphic Art,86,2,21,-2,0.9620000000000001,16141
DeVry University-Nevada,86,8,11,6,0.75,30814
Trinity Health System School of Nursing,85,3,13,-2,1.0,7596
Grace Mission University,84,8,21,6,0.9048,7633
Yeshiva Gedolah of Cliffwood,84,2,21,-2,0.5854,5789
Neighborhood Playhouse School of the Theater,83,2,11,-2,0.5455,19286
Central Susquehanna Intermediate Unit LPN Career,83,2,32,-2,0.4762,7172
Canton City Schools Adult Career and Technical Education,82,3,13,-2,0.5909,8504
Yeshiva Gedolah Kesser Torah,81,2,21,8,0.6,9627
Birthwise Midwifery School,81,1,42,-2,0.4,10450
Hussian College School of Art,81,2,11,6,0.5,20287
Shepherds College,80,3,31,-2,0.9556,33216
Ohio Valley Hospital School of Nursing,80,2,21,-2,0.7368,764
Bais HaMedrash and Mesivta of Baltimore,80,2,21,8,1.0,22475
Orange Ulster BOCES-Practical Nursing Program,80,2,23,-2,0.9333,8785
Upper Cape Cod Regional Technical School,79,1,22,-2,0.3333,6255
Magdalen College,78,1,42,8,0.3939,12511
VanderCook College of Music,78,3,11,6,0.9309999999999999,14222
Greater Lowell Technical School,78,1,21,-2,1.0,6398
Telshe Yeshiva-Chicago,77,3,11,8,1.0,13258
Yeshiva Gedolah Shaarei Shmuel,77,2,13,8,0.275,6891
Chamberlain University-Louisiana,75,5,21,-2,0.25,24145
Beth Hamedrash Shaarei Yosher Institute,74,2,11,6,0.7879,14923
IYRS School of Technology & Trades,74,1,21,-2,0.2698,13642
Modern Hairstyling Institute-Arecibo,74,9,13,-2,0.8636,3572
Women's Institute of Torah Seminary,72,2,11,-2,0.75,8520
Rolf Institute of Structural Integration,71,7,12,-2,1.0,32886
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools-School of Imaging,70,2,21,-2,0.3333,22271
Saint Louis Christian College,70,4,21,8,0.3333,8227
Bais Medrash Mayan Hatorah,69,2,13,8,0.6471,7403
EDP University of Puerto Rico-Villalba,69,9,23,-2,1.0,13326
Arnot Ogden Medical Center,69,2,13,-2,1.0,8722
Yeshiva D'monsey Rabbinical College,69,2,21,8,0.5313,3882
Yeshiva Shaar Hatorah,69,2,11,8,0.8056,22873
Clinton Essex Warren Washington BOCES,69,2,32,-2,0.3584,7800
California Miramar University,68,8,11,6,0.2195,10238
American Jewish University,67,8,11,8,0.96,15293
Cleveland University-Kansas City,67,4,12,6,0.3,24572
Madison Oneida BOCES-Practical Nursing Program,67,2,31,-2,0.6452,4653
FIDM-Fashion Institute of Design & Merchandising-San Diego,66,8,11,1,0.5865,43372
Kentucky Mountain Bible College,65,5,42,8,0.4906,7136
Hellenic College-Holy Cross Greek Orthodox School of Theology,65,1,21,8,0.4146,11655
Academy of Interactive Entertainment,64,5,12,-2,0.5,17935
FIDM-Fashion Institute of Design & Merchandising-Orange County,64,8,11,-2,0.6667,37950
Broome Delaware Tioga BOCES-Practical Nursing Program,64,2,22,-2,0.3333,6426
Yeshiva Chemdas Hatorah,63,2,21,-2,0.8667,12124
Southern States University,63,8,-3,6,0.9333,8479
Texas County Technical College,63,4,43,1,0.5,10828
Yeshiva Gedolah Tiferes Boruch,63,2,21,-2,1.0,8234
Saint Charles Borromeo Seminary-Overbrook,62,2,21,7,0.9129999999999999,17704
Diman Regional Technical Institute,62,1,21,-2,0.4688,9296
Oikos University,62,8,-3,-2,0.4286,19328
Yeshivas Be'er Yitzchok,61,2,21,6,0.75,6859
Conception Seminary College,60,4,42,8,1.0,22869
Pacific Islands University,59,9,33,7,0.8,5687
MotoRing Technical Training Institute,59,1,21,-2,1.0,10341
Beth Medrash of Asbury Park,58,2,21,8,0.8438,3587
Baptist Missionary Association Theological Seminary,58,6,32,6,0.75,5897
Yeshiva Gedolah of Greater Detroit,58,3,21,8,0.9375,8754
Talmudical Academy-New Jersey,58,2,21,8,0.8333,6034
Rabbi Jacob Joseph School,57,2,21,8,0.5,11336
Boston Baptist College,56,1,11,8,0.7727,15009
Divine Word College,56,4,42,8,1.0,5527
Union Bible College,56,3,21,-2,0.9286,2086
UPMC Jameson School of Nursing,56,2,31,-2,1.0,9062
Blue Hills Regional Technical School,55,1,21,-2,0.3333,3495
Eastern Center for Arts and Technology,55,2,21,-2,1.0,1174
Harmony Health Care Institute,54,1,22,-2,0.75,10145
California Jazz Conservatory,54,8,12,6,1.0,36182
Mifflin County Academy of Science and Technology,52,2,32,-2,0.8485,4545
Ulster BOCES-School of Practical Nursing,51,2,23,-2,0.7143,2890
Geisinger-Lewistown Hospital School of Nursing,51,2,32,-2,0.5205,17797
Assabet Valley Regional Technical School,50,1,21,-2,0.4516,11413
Orleans Niagara BOCES-Practical Nursing Program,50,2,41,-2,0.4638,8905
Fairfax University of America,49,5,21,6,0.5556,26078
Galaxy Medical College,48,8,11,-2,1.0,12222
Circle in the Square Theatre School,48,2,11,-2,0.3846,17236
Rabbinical College Beth Shraga,47,2,21,8,1.0,20254
DeVry University-Indiana,47,3,21,6,1.0,16796
Faith Theological Seminary,46,2,11,6,0.5,5566
Kenrick Glennon Seminary,46,4,21,8,0.75,18381
Yeshiva Yesodei Hatorah,46,2,21,8,0.9333,11502
Healthcare Training Institute,45,2,21,-2,0.7857,11330
Messenger College,45,6,21,8,0.2727,10769
University of Wisconsin Colleges Flex,44,3,11,1,0.4444,2533
Bais Medrash Elyon,44,2,21,8,0.8,1946
Clarion County Career Center Practical Nursing Program,43,2,41,-2,1.0,825
Mesivtha Tifereth Jerusalem of America,43,2,11,8,0.9048,16368
Delaware County Technical School-Practical Nursing Program,43,2,21,-2,1.0,7658
Saint John Vianney College Seminary,42,5,21,8,1.0,37975
Yeshiva Bais Aharon,41,2,13,8,0.6923,12757
Northwest HVAC/R Training Center,41,8,12,-2,0.8824,7543
National Conservatory of Dramatic Arts,41,2,11,-2,0.8,9369
New England School of Photography,40,1,13,-2,0.7708,20148
Mount Angel Seminary,40,8,31,8,1.0,17387
Studio Incamminati,40,2,11,-2,1.0,30244
Graham Hospital School of Nursing,39,3,32,-2,1.0,14787
The Creative Center,39,4,11,6,0.6667,19913
Cayuga Onondaga BOCES-Practical Nursing Program,39,2,32,-2,0.5797,2163
Monty Tech,39,1,22,-2,1.0,11355
Yeshiva Gedola Ohr Yisrael,38,2,11,8,0.8889,29960
Center for Natural Wellness School of Massage Therapy,38,2,21,-2,0.8,10176
Rabbinical College Telshe,38,3,21,8,0.84,9641
Morris County Vocational School District,37,2,21,-2,0.95,4831
Shasta Bible College and Graduate School,37,8,13,7,1.0,5006
San Juan Bautista School of Medicine,36,9,13,6,1.0,21928
Theatre of Arts,36,8,11,1,0.3235,27826
Flint Institute of Barbering Inc,36,3,13,-2,0.7813,2205
Longy School of Music of Bard College,36,1,12,6,0.9063,24364
B M Spurr School of Practical Nursing,36,5,23,-2,0.3043,3016
Green Country Technology Center,36,6,41,-2,0.5354,100
Northern Tier Career Center,35,2,41,-2,0.7209,7714
Bais Binyomin Academy,34,2,21,6,0.8182,11356
DeVry University-Tennessee,33,5,11,6,1.0,42251
San Diego Culinary Institute,33,8,21,-2,0.6935,23225
Mesivta of Eastern Parkway-Yeshiva Zichron Meilech,33,2,11,8,0.875,11901
Yeshiva of Far Rockaway Derech Ayson Rabbinical Seminary,33,2,11,8,0.8333,48424
Kirksville Area Technical Center,32,4,41,-2,0.8182,4861
Yeshivath Beth Moshe,32,2,13,8,0.9091,23153
Lex La-Ray Technical Center,32,4,32,-2,0.6522,7237
Warrensburg Area Career Center,29,4,32,-2,0.9375,5160
Mid-South Christian College,28,5,11,8,1.0,3763
United Technical Center,28,5,32,-2,0.4815,948
Columbia Area Career Center,28,4,12,-2,0.625,12493
Digital Media Institute at InterTech,26,5,12,-2,0.8182,33068
Marion S Whelan School of Nursing of Geneva General Hospital,24,2,32,-2,1.0,3689
Summit Christian College,23,4,33,7,1.0,4517
Yeshiva Gedolah Zichron Leyma,23,2,21,8,1.0,7925
Saline County Career Center,23,4,33,-2,0.6667,4046
Wood County School of Practical Nursing,22,5,23,-2,1.0,4447
Jefferson County Dubois Area Vocational Technical Practical Nursing Program,21,2,33,-2,0.8182,679
Yeshiva Zichron Aryeh,21,2,11,8,0.6,10969
Torah Temimah Talmudical Seminary,21,2,11,8,0.8,8450
Nevada Regional Technical Center,21,4,33,-2,1.0,5666
Family of Faith Christian University,20,6,42,-2,0.25,6902
Clinton Technical School,20,4,33,-2,0.8333,874
Cass Career Center,20,4,31,-2,1.0,5923
Greene County Career and Technology Center,19,2,32,-2,1.0,6693
AmeriTech College-Provo,19,7,12,-2,0.8095,33424
Yeshiva Ohr Naftoli,18,2,21,8,0.9,19467
Montessori Education Center of the Rockies,17,7,12,-2,0.9375,20872
The Art Institute of Cincinnati-AIC College of Design,17,3,21,6,0.4103,14731
Monteclaro Escuela de Hoteleria y Artes Culinarias,16,9,21,1,1.0,6600
Gemini School of Visual Arts & Communication,15,6,21,6,1.0,3543
Health Works Institute,15,7,33,-2,0.9,17125
Shiloh University,14,4,42,6,0.3333,4505
Mauna Loa Helicopters,14,8,41,-2,1.0,137888
National Latino Education Institute,13,3,11,-2,0.6364,8188
California Christian College,13,8,11,6,1.0,7352
Beverly Hills Design Institute,9,8,21,6,0.2222,40453
Washington Saratoga Warren Hamilton Essex BOCES-Practical Nursing Program,9,2,23,-2,0.5,6704
CVPH Medical Center School of Radiologic Technology,8,2,32,-2,0.5,9303
The Workforce Institute's City College,8,2,11,1,0.5,8775
Portland Actors Conservatory,6,8,11,-2,0.0,8777
